SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
435112,5714522,Active,currency 1,-508,0,1318.0,,0.0,0,1058823.54,858768.57,0.0,0.0,Consumer credit,-7,
435112,5714523,Active,currency 1,-416,0,680.0,,0.0,0,256500.0,183528.0,0.0,0.0,Consumer credit,-43,
452585,5714524,Closed,currency 1,-2642,0,-2307.0,-2332.0,1800.0,0,15921.0,0.0,0.0,0.0,Consumer credit,-2306,
452585,5714525,Active,currency 1,-2538,0,-1427.0,,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-682,
452585,5714527,Active,currency 1,-42,0,-26.0,,,0,45000.0,54000.0,0.0,0.0,Consumer credit,-31,
452585,5714528,Closed,currency 1,-2898,0,-2722.0,-2344.0,,0,11340.0,,,0.0,Consumer credit,-2344,
389599,5714529,Closed,currency 1,-672,0,10285.0,-531.0,,0,135000.0,0.0,0.0,0.0,Credit card,-429,
389599,5714530,Closed,currency 1,-1304,0,1253.0,-1287.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-429,
389599,5714531,Closed,currency 1,-1253,0,-887.0,-887.0,,0,43105.5,0.0,0.0,0.0,Consumer credit,-687,
389599,5714532,Closed,currency 1,-1130,0,331.0,-858.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-847,
389599,5714533,Active,currency 1,-831,0,277.0,,,0,270000.0,274225.5,0.0,0.0,Credit card,-10,
389599,5714534,Active,currency 1,-329,0,1497.0,,,0,589500.0,521478.0,0.0,0.0,Consumer credit,-8,
389599,5714536,Closed,currency 1,-700,0,-600.0,-600.0,0.0,0,68715.0,0.0,0.0,0.0,Consumer credit,-596,
242993,5714537,Closed,currency 1,-2785,0,-958.0,-1769.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-908,
242993,5714538,Closed,currency 1,-683,0,-654.0,-654.0,,0,40500.0,0.0,0.0,0.0,Consumer credit,-624,
242993,5714539,Closed,currency 1,-744,0,-717.0,-717.0,,0,45000.0,0.0,0.0,0.0,Consumer credit,-624,
242993,5714541,Closed,currency 1,-801,0,-773.0,-773.0,,0,45000.0,0.0,0.0,0.0,Consumer credit,-624,
242993,5714542,Closed,currency 1,-1841,0,-1473.0,-1466.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-1195,
242993,5714543,Active,currency 1,-2237,0,-1868.0,,,0,135000.0,,,0.0,Consumer credit,-1874,
242993,5714544,Closed,currency 1,-1201,0,-1081.0,-987.0,,0,157500.0,,,0.0,Consumer credit,-984,
242993,5714545,Closed,currency 1,-1844,0,-1473.0,-987.0,,0,225000.0,,,0.0,Consumer credit,-984,
242993,5714547,Closed,currency 1,-705,0,-614.0,-586.0,,0,158566.5,,,0.0,Consumer credit,-580,
242993,5714548,Closed,currency 1,-605,0,-577.0,-577.0,,0,13500.0,,,0.0,Consumer credit,-572,
242993,5714549,Closed,currency 1,-564,0,-535.0,-535.0,,0,45000.0,,,0.0,Consumer credit,-531,
242993,5714550,Active,currency 1,-382,0,1464.0,,,0,58500.0,59809.5,,0.0,Credit card,-341,
242993,5714551,Closed,currency 1,-865,0,-742.0,-833.0,0.0,0,29250.0,0.0,0.0,0.0,Consumer credit,-833,
303740,5714552,Closed,currency 1,-1423,0,-1119.0,-1118.0,,0,79744.5,0.0,0.0,0.0,Consumer credit,-1118,
303740,5714553,Closed,currency 1,-666,0,-574.0,-574.0,0.0,0,36916.56,0.0,0.0,0.0,Consumer credit,-568,
303740,5714554,Active,currency 1,-581,0,,,0.0,0,384750.0,263056.5,121690.17,0.0,Credit card,-22,
303740,5714555,Closed,currency 1,-433,0,-320.0,-320.0,0.0,0,67500.0,0.0,0.0,0.0,Consumer credit,-316,
234931,5714557,Active,currency 1,-1272,0,-667.0,,,0,135000.0,17982.0,0.0,0.0,Consumer credit,-721,
234931,5714558,Closed,currency 1,-1602,0,-1332.0,-987.0,,0,42894.0,,,0.0,Consumer credit,-984,
234931,5714559,Closed,currency 1,-1273,0,-667.0,-649.0,,0,135000.0,,,0.0,Consumer credit,-643,
234931,5714560,Closed,currency 1,-371,0,-130.0,-130.0,,0,63522.0,0.0,,0.0,Consumer credit,-110,
234931,5714561,Closed,currency 1,-2638,0,-1208.0,-1518.0,18293.265,0,1143000.0,0.0,0.0,0.0,Car loan,-704,
234931,5714562,Closed,currency 1,-1495,0,-635.0,-40.0,12618.0,0,46831.5,,,0.0,Consumer credit,-34,
311918,5714563,Closed,currency 1,-2904,0,-2723.0,-2723.0,,0,32899.5,0.0,,0.0,Consumer credit,-2723,
311918,5714564,Active,currency 1,-146,0,37.0,,0.0,0,59085.0,20835.0,0.0,0.0,Consumer credit,-24,
119939,5714566,Closed,currency 1,-2279,0,-1945.0,-2033.0,0.0,0,39541.5,0.0,0.0,0.0,Consumer credit,-2033,
119939,5714567,Closed,currency 1,-2247,0,-1123.0,-1733.0,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-1733,
119939,5714568,Closed,currency 1,-1447,0,-331.0,-1272.0,0.0,0,99000.0,-2692.17,137692.17,0.0,Credit card,-1272,
119939,5714569,Closed,currency 1,-1390,0,-331.0,-1263.0,0.0,0,135000.0,-149.04,135149.04,0.0,Credit card,-1263,
119939,5714570,Active,currency 1,-1390,0,-696.0,,0.0,0,4500.0,-2.565,2.565,0.0,Credit card,-691,
119939,5714571,Active,currency 1,-733,0,1100.0,,0.0,0,337500.0,242596.395,94903.605,0.0,Credit card,-687,
119939,5714573,Closed,currency 1,-1188,0,1369.0,-1090.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-429,
119939,5714574,Closed,currency 1,-437,0,1389.0,-225.0,,0,1226250.0,0.0,0.0,0.0,Consumer credit,-194,
119939,5714575,Closed,currency 1,-944,0,335.0,-548.0,,0,1215000.0,0.0,0.0,0.0,Consumer credit,-513,
119939,5714577,Active,currency 1,-1102,0,4.0,,,0,225000.0,210730.5,0.0,0.0,Credit card,-10,
119939,5714578,Closed,currency 1,-1572,0,-1179.0,-987.0,,0,225000.0,,,0.0,Consumer credit,-984,
119939,5714579,Closed,currency 1,-1791,0,-1703.0,-987.0,,0,22770.0,,,0.0,Consumer credit,-984,
119939,5714580,Active,currency 1,-2401,0,,,0.0,0,99000.0,45036.0,53962.695,0.0,Credit card,-22,
119939,5714581,Closed,currency 1,-1624,0,203.0,-1085.0,40.5,0,765000.0,,,0.0,Consumer credit,-1085,
119939,5714582,Closed,currency 1,-1617,0,9341.0,-1083.0,6007.5,0,144000.0,,,0.0,Credit card,-1083,
119939,5714583,Closed,currency 1,-937,0,889.0,-156.0,0.0,0,675000.0,,,0.0,Consumer credit,-156,
119939,5714585,Active,currency 1,-314,0,1512.0,,0.0,0,900000.0,,,0.0,Consumer credit,-40,
388421,5714587,Active,currency 1,-685,0,410.0,,0.0,0,135000.0,0.0,135000.0,0.0,Credit card,-236,
388421,5714590,Closed,currency 1,-325,0,223.0,-112.0,,0,87286.5,0.0,0.0,0.0,Consumer credit,-106,
388421,5714591,Active,currency 1,-674,0,1152.0,,,0,868500.0,662139.0,0.0,0.0,Consumer credit,-25,
388421,5714593,Active,currency 1,-378,0,1449.0,,0.0,0,991800.0,,,0.0,Consumer credit,-31,
419892,5714594,Closed,currency 1,-1697,0,-1148.0,-1148.0,,0,70695.0,0.0,0.0,0.0,Consumer credit,-696,
419892,5714595,Closed,currency 1,-1238,0,-878.0,-1120.0,,0,22320.0,0.0,0.0,0.0,Consumer credit,-1119,
419892,5714596,Active,currency 1,-381,0,,,,0,2767500.0,2739622.5,,0.0,Mortgage,-27,
419892,5714597,Closed,currency 1,-584,0,511.0,-405.0,0.0,0,238603.5,0.0,0.0,0.0,Consumer credit,-405,
387080,5714598,Closed,currency 1,-983,0,-623.0,-900.0,,0,52987.5,0.0,0.0,0.0,Consumer credit,-802,
387080,5714600,Closed,currency 1,-1104,0,-738.0,-731.0,,0,194400.0,0.0,0.0,0.0,Consumer credit,-731,
387080,5714601,Closed,currency 1,-1766,0,-1219.0,-1256.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-1252,
387080,5714602,Active,currency 1,-1082,0,745.0,,,0,197820.0,105840.0,0.0,0.0,Consumer credit,-10,
387080,5714603,Active,currency 1,-1239,0,-149.0,,,0,225000.0,185953.5,0.0,0.0,Credit card,-10,
387080,5714604,Active,currency 1,-681,0,1145.0,,,0,328500.0,244791.0,0.0,0.0,Consumer credit,-10,
387080,5714606,Closed,currency 1,-2897,0,-2350.0,-2357.0,,0,67500.0,,,0.0,Consumer credit,-2357,
387080,5714607,Closed,currency 1,-1603,0,-1299.0,-1087.0,,0,70335.0,0.0,,0.0,Consumer credit,-1087,
387080,5714608,Closed,currency 1,-2093,0,-1949.0,-987.0,,0,44968.5,,,0.0,Consumer credit,-984,
387080,5714609,Active,currency 1,-69,0,263.0,,,0,84361.5,,,0.0,Consumer credit,-6,
387080,5714610,Closed,currency 1,-2299,0,-1932.0,-1932.0,0.0,0,72600.75,0.0,0.0,0.0,Consumer credit,-1603,
387080,5714611,Closed,currency 1,-549,0,-364.0,-488.0,0.0,0,37935.0,0.0,0.0,0.0,Consumer credit,-486,
387080,5714612,Closed,currency 1,-388,0,-21.0,-84.0,0.0,0,98446.5,0.0,0.0,0.0,Consumer credit,-84,
387080,5714614,Active,currency 1,-18,0,378.0,,0.0,0,76500.0,76500.0,0.0,0.0,Consumer credit,-14,
293201,5714620,Closed,currency 1,-2730,0,-2454.0,-2514.0,0.0,0,14058.0,0.0,0.0,0.0,Consumer credit,-2514,
293201,5714621,Closed,currency 1,-2389,0,-1365.0,-1780.0,11250.0,0,225000.0,-701.28,225701.28,0.0,Credit card,-1780,
293201,5714622,Closed,currency 1,-2255,0,-1982.0,-1987.0,6492.42,0,46033.92,0.0,0.0,0.0,Consumer credit,-1981,
293201,5714624,Active,currency 1,-1425,0,-757.0,,0.0,0,4500.0,0.0,4500.0,0.0,Credit card,-695,
293201,5714625,Closed,currency 1,-2540,0,-713.0,-2209.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-1261,
338464,5714626,Closed,currency 1,-2655,0,-2319.0,-2348.0,0.0,0,20165.4,0.0,0.0,0.0,Consumer credit,-831,
338464,5714627,Closed,currency 1,-2539,0,-1427.0,-651.0,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-651,
338464,5714628,Closed,currency 1,-2343,0,-2008.0,-2219.0,0.0,0,19192.5,0.0,0.0,0.0,Consumer credit,-2219,
338464,5714629,Closed,currency 1,-857,0,-523.0,-582.0,3285.0,0,33853.5,0.0,0.0,0.0,Consumer credit,-582,
338464,5714630,Active,currency 1,-857,0,765.0,,1704.78,0,45000.0,38294.37,6705.63,0.0,Credit card,-675,
338464,5714631,Active,currency 1,-1131,0,-27.0,,,0,270000.0,0.0,0.0,0.0,Credit card,-17,
338464,5714633,Closed,currency 1,-1706,0,-976.0,-1260.0,,0,247500.0,0.0,0.0,0.0,Consumer credit,-538,
338464,5714634,Active,currency 1,-140,0,,,0.0,0,144000.0,143019.0,980.28,0.0,Credit card,-22,
444864,5714635,Closed,currency 1,-2209,0,-2086.0,-2115.0,0.0,0,16645.5,0.0,0.0,0.0,Consumer credit,-2115,
444864,5714636,Closed,currency 1,-2130,0,-1886.0,-1883.0,,0,66600.0,0.0,0.0,0.0,Consumer credit,-791,
444864,5714637,Closed,currency 1,-1125,0,-881.0,-881.0,,0,82795.5,0.0,0.0,0.0,Consumer credit,-752,
444864,5714638,Closed,currency 1,-1872,0,-1568.0,-1549.0,,0,49936.5,0.0,0.0,0.0,Consumer credit,-801,
444864,5714639,Closed,currency 1,-2030,0,31111.0,-1750.0,,0,85050.0,0.0,0.0,0.0,Credit card,-555,
444864,5714640,Closed,currency 1,-1776,0,-680.0,-712.0,,0,157500.0,0.0,0.0,0.0,Consumer credit,-188,
444864,5714642,Closed,currency 1,-1124,0,-881.0,-881.0,,0,82795.5,0.0,,0.0,Consumer credit,-876,
444864,5714643,Closed,currency 1,-1871,0,-1568.0,-1568.0,,0,49936.5,0.0,,0.0,Consumer credit,-820,
444864,5714644,Closed,currency 1,-2129,0,-1886.0,-1886.0,,0,66600.0,0.0,,0.0,Consumer credit,-820,
444864,5714645,Closed,currency 1,-1416,0,-685.0,-685.0,0.0,0,182119.5,0.0,0.0,0.0,Consumer credit,-680,
444864,5714646,Closed,currency 1,-312,0,-130.0,-130.0,0.0,0,52488.0,0.0,0.0,0.0,Consumer credit,-127,
444864,5714647,Active,currency 1,-286,0,,,0.0,0,364500.0,0.0,364500.0,0.0,Credit card,-29,
253882,5714648,Closed,currency 1,-1341,0,-241.0,-749.0,,0,0.0,0.0,,0.0,Credit card,-747,
253882,5714649,Active,currency 1,-758,0,1095.0,,,0,315000.0,54895.5,,0.0,Credit card,0,
253882,5714650,Closed,currency 1,-1531,0,-800.0,-805.0,0.0,0,138987.0,0.0,0.0,0.0,Consumer credit,-805,
253882,5714651,Closed,currency 1,-770,0,-467.0,-467.0,0.0,0,50301.0,0.0,0.0,0.0,Consumer credit,-463,
335122,5714653,Closed,currency 1,-1189,0,-109.0,-874.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-860,
335122,5714654,Closed,currency 1,-2426,0,-600.0,-556.0,,0,540000.0,0.0,0.0,0.0,Consumer credit,-188,
335122,5714655,Active,currency 1,-644,0,1182.0,,,0,900000.0,,,0.0,Consumer credit,-30,
335122,5714656,Active,currency 1,-885,0,210.0,,,0,900000.0,,,0.0,Consumer credit,-30,
335122,5714657,Closed,currency 1,-2740,0,-2434.0,-2496.0,0.0,0,54000.0,0.0,0.0,0.0,Consumer credit,-2494,
351919,5714658,Active,currency 1,-769,0,1057.0,,,0,409500.0,295542.0,0.0,0.0,Consumer credit,-14,
406724,5714661,Closed,currency 1,-1293,0,-1155.0,-1155.0,,0,13500.0,0.0,0.0,0.0,Credit card,-775,
406724,5714662,Closed,currency 1,-1433,0,-1251.0,-1245.0,,0,23067.0,0.0,0.0,0.0,Consumer credit,-783,
406724,5714663,Closed,currency 1,-1432,0,-1251.0,-1251.0,,0,23067.0,0.0,,0.0,Consumer credit,-1142,
406724,5714665,Active,currency 1,-167,0,1298.0,,0.0,0,606496.995,574827.21,0.0,0.0,Consumer credit,-5,
389074,5714667,Closed,currency 1,-957,0,-342.0,-341.0,,0,13500.0,0.0,0.0,0.0,Credit card,-334,
389074,5714668,Closed,currency 1,-705,0,-433.0,-404.0,,0,135729.0,,,0.0,Consumer credit,-398,
389074,5714669,Closed,currency 1,-1049,0,-378.0,-378.0,0.0,0,113496.885,0.0,0.0,0.0,Consumer credit,-372,
373324,5714674,Active,currency 1,-837,0,-453.0,,0.0,0,0.0,-45.36,45.36,0.0,Credit card,-685,
373324,5714675,Active,currency 1,-341,0,-160.0,,0.0,0,63496.17,63496.17,0.0,0.0,Consumer credit,-234,
373324,5714676,Closed,currency 1,-586,0,-402.0,-402.0,,0,90180.0,0.0,0.0,0.0,Consumer credit,-400,
373324,5714677,Closed,currency 1,-1439,0,-1134.0,-1123.0,,0,60399.0,0.0,0.0,0.0,Consumer credit,-775,
373324,5714679,Active,currency 1,-577,0,521.0,,,0,225000.0,45324.0,0.0,0.0,Credit card,-25,
373324,5714681,Closed,currency 1,-2819,0,-2516.0,-2516.0,,0,24903.0,0.0,,0.0,Consumer credit,-2516,
373324,5714682,Closed,currency 1,-2673,0,-2307.0,-2307.0,,0,31788.0,0.0,,0.0,Consumer credit,-2307,
373324,5714683,Closed,currency 1,-1438,0,-1134.0,-1153.0,,0,60399.0,0.0,,0.0,Consumer credit,-1128,
373324,5714684,Closed,currency 1,-1913,0,-1609.0,-1609.0,,0,53410.5,0.0,,0.0,Consumer credit,-1128,
373324,5714685,Closed,currency 1,-1593,0,-1109.0,-987.0,,0,79456.5,,,0.0,Consumer credit,-984,
373324,5714686,Closed,currency 1,-986,0,-805.0,-740.0,,0,68850.0,,,0.0,Consumer credit,-738,
373324,5714687,Closed,currency 1,-2455,0,-2273.0,-1925.0,0.0,0,31410.0,0.0,0.0,0.0,Consumer credit,-1924,
373324,5714688,Closed,currency 1,-2216,0,-2121.0,-2095.0,0.0,0,20002.5,0.0,0.0,0.0,Consumer credit,-2095,
373324,5714689,Closed,currency 1,-1805,0,,-320.0,0.0,0,13500.0,0.0,0.0,0.0,Credit card,-229,
286014,5714690,Active,currency 1,-137,0,27460.0,,0.0,0,22500.0,18765.63,76.59,0.0,Credit card,-31,
241216,5714692,Closed,currency 1,-259,0,-139.0,-230.0,0.0,0,10464.435,0.0,0.0,0.0,Consumer credit,-227,
241216,5714693,Active,currency 1,-199,0,-14.0,,0.0,0,40810.5,8055.0,0.0,0.0,Consumer credit,-22,
166034,5714697,Closed,currency 1,-1283,0,-1069.0,-1083.0,3727.89,0,19399.5,0.0,0.0,0.0,Consumer credit,-1068,
166034,5714698,Closed,currency 1,-828,0,-613.0,-642.0,13590.0,0,70692.84,0.0,0.0,0.0,Consumer credit,-642,
166034,5714699,Active,currency 1,-828,0,916.0,,0.0,0,4500.0,0.0,4500.0,0.0,Credit card,-676,
166034,5714700,Closed,currency 1,-1207,0,-1021.0,-1021.0,,0,93240.0,0.0,0.0,0.0,Consumer credit,-981,
166034,5714701,Active,currency 1,-706,0,369.0,,,0,459000.0,483534.0,0.0,0.0,Credit card,-4,
166034,5714702,Active,currency 1,-262,0,103.0,,,0,450000.0,174519.0,,0.0,Consumer credit,-7,
166034,5714704,Active,currency 1,-718,0,,,2189.205,0,45000.0,43357.5,1638.765,0.0,Credit card,-22,
166034,5714705,Closed,currency 1,-612,0,-245.0,-207.0,13225.725,0,178335.0,0.0,0.0,0.0,Consumer credit,-206,
399459,5714708,Closed,currency 1,-1141,0,-837.0,-784.0,,0,113359.5,,,0.0,Consumer credit,-781,
399459,5714709,Active,currency 1,-49,0,316.0,,0.0,0,24763.5,22968.0,0.0,0.0,Consumer credit,-19,
173404,5714710,Closed,currency 1,-1103,0,-304.0,-303.0,,0,216000.0,0.0,0.0,0.0,Credit card,-303,
173404,5714711,Closed,currency 1,-1166,0,-915.0,-915.0,,0,107037.0,0.0,0.0,0.0,Consumer credit,-752,
173404,5714712,Active,currency 1,-45,0,320.0,,,0,234000.0,234000.0,0.0,0.0,Consumer credit,-26,
173404,5714713,Closed,currency 1,-1165,0,-860.0,-915.0,0.0,0,107037.0,0.0,0.0,0.0,Consumer credit,-825,
280788,5714715,Active,currency 1,-221,0,875.0,,,0,220675.5,,,0.0,Consumer credit,-30,
280788,5714716,Active,currency 1,-221,0,,,,0,90000.0,,,0.0,Credit card,-9,
280788,5714717,Active,currency 1,-728,0,2.0,,3520.8,0,112500.0,5926.5,0.0,0.0,Consumer credit,-27,
280788,5714718,Closed,currency 1,-637,0,-120.0,-120.0,1856.34,0,56532.645,0.0,0.0,0.0,Consumer credit,-120,
